LocationDesc,Current Smoking %,Gender,Race,Age,Education
Maryland,5.3,Overall,Asian/Pacific Islander,All Ages,All Grades
Maryland,37.7,Overall,American Indian/Alaska Native,All Ages,All Grades
Massachusetts,14.2,Overall,White,All Ages,All Grades
Massachusetts,11.3,Overall,African American,All Ages,All Grades
Massachusetts,11.9,Overall,Hispanic,All Ages,All Grades
Massachusetts,6.1,Overall,Asian/Pacific Islander,All Ages,All Grades
Massachusetts,,Overall,American Indian/Alaska Native,All Ages,All Grades
Michigan,19.5,Overall,White,All Ages,All Grades
Michigan,24.9,Overall,African American,All Ages,All Grades
Michigan,19.8,Overall,Hispanic,All Ages,All Grades
Michigan,11.8,Overall,Asian/Pacific Islander,All Ages,All Grades
Michigan,42.4,Overall,American Indian/Alaska Native,All Ages,All Grades
Minnesota,15,Overall,White,All Ages,All Grades
Minnesota,18.1,Overall,African American,All Ages,All Grades
Minnesota,13.3,Overall,Hispanic,All Ages,All Grades
Minnesota,9,Overall,Asian/Pacific Islander,All Ages,All Grades
Minnesota,38.9,Overall,American Indian/Alaska Native,All Ages,All Grades
Mississippi,23.8,Overall,White,All Ages,All Grades
Mississippi,20.7,Overall,African American,All Ages,All Grades
Mississippi,18.8,Overall,Hispanic,All Ages,All Grades
Mississippi,,Overall,Asian/Pacific Islander,All Ages,All Grades
Mississippi,,Overall,American Indian/Alaska Native,All Ages,All Grades
Missouri,21.3,Overall,White,All Ages,All Grades
Missouri,26,Overall,African American,All Ages,All Grades
Missouri,23.6,Overall,Hispanic,All Ages,All Grades
Missouri,10.8,Overall,Asian/Pacific Islander,All Ages,All Grades
Missouri,41.1,Overall,American Indian/Alaska Native,All Ages,All Grades
Montana,,Overall,African American,All Ages,All Grades
Montana,29.9,Overall,Hispanic,All Ages,All Grades
Montana,,Overall,Asian/Pacific Islander,All Ages,All Grades
Montana,38.2,Overall,American Indian/Alaska Native,All Ages,All Grades
Nebraska,16.5,Overall,White,All Ages,All Grades
Nebraska,23.1,Overall,African American,All Ages,All Grades
Nebraska,17.5,Overall,Hispanic,All Ages,All Grades
Nebraska,11.6,Overall,Asian/Pacific Islander,All Ages,All Grades
Nebraska,38.3,Overall,American Indian/Alaska Native,All Ages,All Grades
Nevada,18.3,Overall,White,All Ages,All Grades
Nevada,17.9,Overall,African American,All Ages,All Grades
Nevada,11.4,Overall,Hispanic,All Ages,All Grades
Nevada,12.2,Overall,Asian/Pacific Islander,All Ages,All Grades
Nevada,23.1,Overall,American Indian/Alaska Native,All Ages,All Grades
New Hampshire,17.7,Overall,White,All Ages,All Grades
New Hampshire,,Overall,African American,All Ages,All Grades
New Hampshire,14,Overall,Hispanic,All Ages,All Grades
New Hampshire,13.9,Overall,Asian/Pacific Islander,All Ages,All Grades
New Hampshire,,Overall,American Indian/Alaska Native,All Ages,All Grades
New Jersey,15.2,Overall,White,All Ages,All Grades
New Jersey,21.4,Overall,African American,All Ages,All Grades
New Jersey,11.1,Overall,Hispanic,All Ages,All Grades
New Jersey,3.7,Overall,Asian/Pacific Islander,All Ages,All Grades
New Jersey,,Overall,American Indian/Alaska Native,All Ages,All Grades
New Mexico,15.4,Overall,White,All Ages,All Grades
New Mexico,29.3,Overall,African American,All Ages,All Grades
New Mexico,17.4,Overall,Hispanic,All Ages,All Grades
New Mexico,,Overall,Asian/Pacific Islander,All Ages,All Grades
New Mexico,13.9,Overall,American Indian/Alaska Native,All Ages,All Grades
New York,15.7,Overall,White,All Ages,All Grades
New York,16.3,Overall,African American,All Ages,All Grades
New York,11.9,Overall,Hispanic,All Ages,All Grades
New York,7.1,Overall,Asian/Pacific Islander,All Ages,All Grades
New York,21.8,Overall,American Indian/Alaska Native,All Ages,All Grades
North Carolina,17.9,Overall,White,All Ages,All Grades
North Carolina,19.9,Overall,African American,All Ages,All Grades
North Carolina,13.6,Overall,Hispanic,All Ages,All Grades
North Carolina,4.1,Overall,Asian/Pacific Islander,All Ages,All Grades
North Carolina,26.2,Overall,American Indian/Alaska Native,All Ages,All Grades
North Dakota,17.8,Overall,White,All Ages,All Grades
North Dakota,,Overall,African American,All Ages,All Grades
North Dakota,33.1,Overall,Hispanic,All Ages,All Grades
North Dakota,,Overall,Asian/Pacific Islander,All Ages,All Grades
North Dakota,49.7,Overall,American Indian/Alaska Native,All Ages,All Grades
Ohio,22.4,Overall,White,All Ages,All Grades
Ohio,23.5,Overall,African American,All Ages,All Grades
Ohio,22.3,Overall,Hispanic,All Ages,All Grades
Ohio,7.7,Overall,Asian/Pacific Islander,All Ages,All Grades
Ohio,26.8,Overall,American Indian/Alaska Native,All Ages,All Grades
Oklahoma,19.3,Overall,White,All Ages,All Grades
Oklahoma,18.4,Overall,African American,All Ages,All Grades
Oklahoma,17.9,Overall,Hispanic,All Ages,All Grades
Oklahoma,5.6,Overall,Asian/Pacific Islander,All Ages,All Grades
Oklahoma,24.4,Overall,American Indian/Alaska Native,All Ages,All Grades
Oregon,16.8,Overall,White,All Ages,All Grades
Oregon,,Overall,African American,All Ages,All Grades
Oregon,12.1,Overall,Hispanic,All Ages,All Grades
Oregon,5.5,Overall,Asian/Pacific Islander,All Ages,All Grades
Oregon,24,Overall,American Indian/Alaska Native,All Ages,All Grades
Pennsylvania,17.2,Overall,White,All Ages,All Grades
Pennsylvania,24.1,Overall,African American,All Ages,All Grades
Pennsylvania,19.2,Overall,Hispanic,All Ages,All Grades
Pennsylvania,7,Overall,Asian/Pacific Islander,All Ages,All Grades
Pennsylvania,,Overall,American Indian/Alaska Native,All Ages,All Grades
Rhode Island,15,Overall,White,All Ages,All Grades
Rhode Island,14.6,Overall,African American,All Ages,All Grades
Rhode Island,9.2,Overall,Hispanic,All Ages,All Grades
Rhode Island,11.1,Overall,Asian/Pacific Islander,All Ages,All Grades
Rhode Island,,Overall,American Indian/Alaska Native,All Ages,All Grades
South Carolina,19.2,Overall,White,All Ages,All Grades
South Carolina,22.5,Overall,African American,All Ages,All Grades
South Carolina,14.9,Overall,Hispanic,All Ages,All Grades
South Carolina,8,Overall,Asian/Pacific Islander,All Ages,All Grades
South Carolina,23.9,Overall,American Indian/Alaska Native,All Ages,All Grades
South Dakota,15.5,Overall,White,All Ages,All Grades
South Dakota,,Overall,African American,All Ages,All Grades
South Dakota,11.2,Overall,Hispanic,All Ages,All Grades
South Dakota,,Overall,Asian/Pacific Islander,All Ages,All Grades
South Dakota,48.7,Overall,American Indian/Alaska Native,All Ages,All Grades
Tennessee,22.2,Overall,White,All Ages,All Grades
Tennessee,21,Overall,African American,All Ages,All Grades
Tennessee,21,Overall,Hispanic,All Ages,All Grades
Tennessee,,Overall,Asian/Pacific Islander,All Ages,All Grades
Tennessee,34.3,Overall,American Indian/Alaska Native,All Ages,All Grades
Texas,12.3,Overall,African American,All Ages,All Grades
Texas,12.1,Overall,Hispanic,All Ages,All Grades
Texas,6,Overall,Asian/Pacific Islander,All Ages,All Grades
Texas,29.2,Overall,American Indian/Alaska Native,All Ages,All Grades
Utah,8.1,Overall,White,All Ages,All Grades
Utah,10.8,Overall,African American,All Ages,All Grades
Utah,9.6,Overall,Hispanic,All Ages,All Grades
Utah,14.3,Overall,Asian/Pacific Islander,All Ages,All Grades
Utah,21,Overall,American Indian/Alaska Native,All Ages,All Grades
Vermont,16.4,Overall,White,All Ages,All Grades
Vermont,,Overall,African American,All Ages,All Grades
Vermont,32.4,Overall,Hispanic,All Ages,All Grades
Vermont,,Overall,Asian/Pacific Islander,All Ages,All Grades
Vermont,42.1,Overall,American Indian/Alaska Native,All Ages,All Grades
Virginia,16.4,Overall,White,All Ages,All Grades
Virginia,15.8,Overall,African American,All Ages,All Grades
Virginia,11.8,Overall,Hispanic,All Ages,All Grades
Virginia,5.1,Overall,Asian/Pacific Islander,All Ages,All Grades
Virginia,23.3,Overall,American Indian/Alaska Native,All Ages,All Grades
Washington,14.3,Overall,White,All Ages,All Grades
Washington,18,Overall,African American,All Ages,All Grades
Washington,12.7,Overall,Hispanic,All Ages,All Grades
Washington,8.1,Overall,Asian/Pacific Islander,All Ages,All Grades
Washington,30,Overall,American Indian/Alaska Native,All Ages,All Grades
West Virginia,24.7,Overall,White,All Ages,All Grades
West Virginia,32.4,Overall,African American,All Ages,All Grades
West Virginia,,Overall,Hispanic,All Ages,All Grades
West Virginia,,Overall,Asian/Pacific Islander,All Ages,All Grades
West Virginia,,Overall,American Indian/Alaska Native,All Ages,All Grades
Wisconsin,16.8,Overall,White,All Ages,All Grades
Wisconsin,22.9,Overall,African American,All Ages,All Grades
Wisconsin,9.4,Overall,Hispanic,All Ages,All Grades
Wisconsin,8.8,Overall,Asian/Pacific Islander,All Ages,All Grades
Wisconsin,29.5,Overall,American Indian/Alaska Native,All Ages,All Grades
Wyoming,18.1,Overall,White,All Ages,All Grades
Wyoming,,Overall,African American,All Ages,All Grades
Wyoming,20.1,Overall,Hispanic,All Ages,All Grades
Wyoming,,Overall,Asian/Pacific Islander,All Ages,All Grades
Wyoming,,Overall,American Indian/Alaska Native,All Ages,All Grades
Guam,15.9,Overall,White,All Ages,All Grades
Guam,,Overall,African American,All Ages,All Grades
Guam,28.3,Overall,Hispanic,All Ages,All Grades
Guam,25.2,Overall,Asian/Pacific Islander,All Ages,All Grades
Guam,,Overall,American Indian/Alaska Native,All Ages,All Grades
Puerto Rico,,Overall,White,All Ages,All Grades
Puerto Rico,,Overall,African American,All Ages,All Grades
Puerto Rico,10.6,Overall,Hispanic,All Ages,All Grades
Puerto Rico,,Overall,Asian/Pacific Islander,All Ages,All Grades
Puerto Rico,,Overall,American Indian/Alaska Native,All Ages,All Grades
Alabama,16.5,Overall,All Races,18 to 24 Years,All Grades
Alabama,28.8,Overall,All Races,25 to 44 Years,All Grades
Alabama,23.7,Overall,All Races,45 to 64 Years,All Grades
Alabama,10,Overall,All Races,65 Years and Older,All Grades
Alaska,17,Overall,All Races,18 to 24 Years,All Grades
Alaska,23.9,Overall,All Races,25 to 44 Years,All Grades
Alaska,19.2,Overall,All Races,45 to 64 Years,All Grades
Alaska,8.1,Overall,All Races,65 Years and Older,All Grades
Arizona,9,Overall,All Races,18 to 24 Years,All Grades
Arizona,18.6,Overall,All Races,25 to 44 Years,All Grades
Arizona,17.1,Overall,All Races,45 to 64 Years,All Grades
Arizona,8.7,Overall,All Races,65 Years and Older,All Grades
Arkansas,21.3,Overall,All Races,18 to 24 Years,All Grades
Arkansas,31.6,Overall,All Races,25 to 44 Years,All Grades
Arkansas,24.6,Overall,All Races,45 to 64 Years,All Grades
Arkansas,11.3,Overall,All Races,65 Years and Older,All Grades
California,9.2,Overall,All Races,18 to 24 Years,All Grades
California,12.8,Overall,All Races,25 to 44 Years,All Grades
California,12.6,Overall,All Races,45 to 64 Years,All Grades
California,5.6,Overall,All Races,65 Years and Older,All Grades
Colorado,15.7,Overall,All Races,18 to 24 Years,All Grades
Colorado,19,Overall,All Races,25 to 44 Years,All Grades
Colorado,15.9,Overall,All Races,45 to 64 Years,All Grades
Colorado,8,Overall,All Races,65 Years and Older,All Grades
Connecticut,13.1,Overall,All Races,18 to 24 Years,All Grades
Connecticut,15.5,Overall,All Races,25 to 44 Years,All Grades
Connecticut,14.9,Overall,All Races,45 to 64 Years,All Grades
Connecticut,7.8,Overall,All Races,65 Years and Older,All Grades
Delaware,11.8,Overall,All Races,18 to 24 Years,All Grades
Delaware,21.2,Overall,All Races,25 to 44 Years,All Grades
Delaware,21.9,Overall,All Races,45 to 64 Years,All Grades
Delaware,9.4,Overall,All Races,65 Years and Older,All Grades
District of Columbia,12.9,Overall,All Races,18 to 24 Years,All Grades
District of Columbia,13.8,Overall,All Races,25 to 44 Years,All Grades
District of Columbia,20.1,Overall,All Races,45 to 64 Years,All Grades
District of Columbia,9,Overall,All Races,65 Years and Older,All Grades
Florida,11.2,Overall,All Races,18 to 24 Years,All Grades
Florida,19.1,Overall,All Races,25 to 44 Years,All Grades
Florida,19,Overall,All Races,45 to 64 Years,All Grades
Florida,8.4,Overall,All Races,65 Years and Older,All Grades
Georgia,11.3,Overall,All Races,18 to 24 Years,All Grades
Georgia,22.1,Overall,All Races,25 to 44 Years,All Grades
Georgia,19.8,Overall,All Races,45 to 64 Years,All Grades
Georgia,10.8,Overall,All Races,65 Years and Older,All Grades
Hawaii,12,Overall,All Races,18 to 24 Years,All Grades
Hawaii,18,Overall,All Races,25 to 44 Years,All Grades
Hawaii,12.7,Overall,All Races,45 to 64 Years,All Grades
Hawaii,6.3,Overall,All Races,65 Years and Older,All Grades
Idaho,12.5,Overall,All Races,18 to 24 Years,All Grades
Idaho,19,Overall,All Races,25 to 44 Years,All Grades
Idaho,14.3,Overall,All Races,45 to 64 Years,All Grades
Idaho,8.7,Overall,All Races,65 Years and Older,All Grades
Illinois,14.5,Overall,All Races,18 to 24 Years,All Grades
Illinois,18.5,Overall,All Races,25 to 44 Years,All Grades
Illinois,17.2,Overall,All Races,45 to 64 Years,All Grades
Illinois,9.4,Overall,All Races,65 Years and Older,All Grades
Indiana,16.8,Overall,All Races,18 to 24 Years,All Grades
Indiana,25.1,Overall,All Races,25 to 44 Years,All Grades
Indiana,24.7,Overall,All Races,45 to 64 Years,All Grades
Indiana,11.6,Overall,All Races,65 Years and Older,All Grades
Iowa,15.5,Overall,All Races,18 to 24 Years,All Grades
Iowa,21.2,Overall,All Races,25 to 44 Years,All Grades
Iowa,18.4,Overall,All Races,45 to 64 Years,All Grades
Iowa,8.4,Overall,All Races,65 Years and Older,All Grades
Kansas,12.4,Overall,All Races,18 to 24 Years,All Grades
Kansas,22.2,Overall,All Races,25 to 44 Years,All Grades
Kansas,18.8,Overall,All Races,45 to 64 Years,All Grades
Kansas,9.8,Overall,All Races,65 Years and Older,All Grades
Kentucky,17.3,Overall,All Races,18 to 24 Years,All Grades
Kentucky,33.2,Overall,All Races,25 to 44 Years,All Grades
Kentucky,26.2,Overall,All Races,45 to 64 Years,All Grades
Kentucky,12.4,Overall,All Races,65 Years and Older,All Grades
Louisiana,21.4,Overall,All Races,18 to 24 Years,All Grades
Louisiana,28.6,Overall,All Races,25 to 44 Years,All Grades
Louisiana,23.7,Overall,All Races,45 to 64 Years,All Grades
Louisiana,11.5,Overall,All Races,65 Years and Older,All Grades
Maine,17.1,Overall,All Races,18 to 24 Years,All Grades
Maine,28.2,Overall,All Races,25 to 44 Years,All Grades
Maine,21.5,Overall,All Races,45 to 64 Years,All Grades
Maine,8.4,Overall,All Races,65 Years and Older,All Grades
Maryland,10,Overall,All Races,18 to 24 Years,All Grades
Maryland,16.6,Overall,All Races,25 to 44 Years,All Grades
Maryland,15.7,Overall,All Races,45 to 64 Years,All Grades
Maryland,7.2,Overall,All Races,65 Years and Older,All Grades
Massachusetts,10.6,Overall,All Races,18 to 24 Years,All Grades
Massachusetts,15.6,Overall,All Races,25 to 44 Years,All Grades
Massachusetts,16.2,Overall,All Races,45 to 64 Years,All Grades
Massachusetts,8,Overall,All Races,65 Years and Older,All Grades
Michigan,18.3,Overall,All Races,18 to 24 Years,All Grades
Michigan,26.1,Overall,All Races,25 to 44 Years,All Grades
Michigan,23,Overall,All Races,45 to 64 Years,All Grades
Michigan,9.4,Overall,All Races,65 Years and Older,All Grades
Minnesota,12.6,Overall,All Races,18 to 24 Years,All Grades
Minnesota,19.2,Overall,All Races,25 to 44 Years,All Grades
Minnesota,16.4,Overall,All Races,45 to 64 Years,All Grades
Minnesota,8.1,Overall,All Races,65 Years and Older,All Grades
Mississippi,25.6,Overall,All Races,18 to 24 Years,All Grades
Mississippi,25.7,Overall,All Races,25 to 44 Years,All Grades
Mississippi,25.2,Overall,All Races,45 to 64 Years,All Grades
Mississippi,12.1,Overall,All Races,65 Years and Older,All Grades
Missouri,18.6,Overall,All Races,18 to 24 Years,All Grades
Missouri,27.6,Overall,All Races,25 to 44 Years,All Grades
Missouri,25.5,Overall,All Races,45 to 64 Years,All Grades
Missouri,10.6,Overall,All Races,65 Years and Older,All Grades
Montana,19.4,Overall,All Races,18 to 24 Years,All Grades
Montana,23.1,Overall,All Races,25 to 44 Years,All Grades
Montana,20.7,Overall,All Races,45 to 64 Years,All Grades
Montana,8.6,Overall,All Races,65 Years and Older,All Grades
Nebraska,14.9,Overall,All Races,18 to 24 Years,All Grades
Nebraska,21.5,Overall,All Races,25 to 44 Years,All Grades
Nebraska,18,Overall,All Races,45 to 64 Years,All Grades
Nebraska,9.2,Overall,All Races,65 Years and Older,All Grades
Nevada,12.5,Overall,All Races,18 to 24 Years,All Grades
Nevada,18.3,Overall,All Races,25 to 44 Years,All Grades
Nevada,19.6,Overall,All Races,45 to 64 Years,All Grades
Nevada,10.2,Overall,All Races,65 Years and Older,All Grades
New Hampshire,24.2,Overall,All Races,18 to 24 Years,All Grades
New Hampshire,26,Overall,All Races,25 to 44 Years,All Grades
New Hampshire,16.6,Overall,All Races,45 to 64 Years,All Grades
New Hampshire,6.2,Overall,All Races,65 Years and Older,All Grades
New Jersey,13.5,Overall,All Races,18 to 24 Years,All Grades
New Jersey,14.5,Overall,All Races,25 to 44 Years,All Grades
New Jersey,16.5,Overall,All Races,45 to 64 Years,All Grades
New Jersey,8.8,Overall,All Races,65 Years and Older,All Grades
New Mexico,19.1,Overall,All Races,18 to 24 Years,All Grades
New Mexico,19.8,Overall,All Races,25 to 44 Years,All Grades
New Mexico,17.8,Overall,All Races,45 to 64 Years,All Grades
New Mexico,8.5,Overall,All Races,65 Years and Older,All Grades
New York,11.7,Overall,All Races,18 to 24 Years,All Grades
New York,17,Overall,All Races,25 to 44 Years,All Grades
New York,16.8,Overall,All Races,45 to 64 Years,All Grades
New York,6.5,Overall,All Races,65 Years and Older,All Grades
North Carolina,16.9,Overall,All Races,18 to 24 Years,All Grades
North Carolina,21.5,Overall,All Races,25 to 44 Years,All Grades
North Carolina,20.2,Overall,All Races,45 to 64 Years,All Grades
North Carolina,8.8,Overall,All Races,65 Years and Older,All Grades
North Dakota,20.4,Overall,All Races,18 to 24 Years,All Grades
North Dakota,23.9,Overall,All Races,25 to 44 Years,All Grades
North Dakota,21.5,Overall,All Races,45 to 64 Years,All Grades
North Dakota,9.5,Overall,All Races,65 Years and Older,All Grades
Ohio,16.5,Overall,All Races,18 to 24 Years,All Grades
Ohio,30.3,Overall,All Races,25 to 44 Years,All Grades
Ohio,24.9,Overall,All Races,45 to 64 Years,All Grades
Ohio,10.6,Overall,All Races,65 Years and Older,All Grades
Oklahoma,21.1,Overall,All Races,18 to 24 Years,All Grades
Oklahoma,23.3,Overall,All Races,25 to 44 Years,All Grades
Oklahoma,21.7,Overall,All Races,45 to 64 Years,All Grades
Oklahoma,9.2,Overall,All Races,65 Years and Older,All Grades
Oregon,15.1,Overall,All Races,18 to 24 Years,All Grades
Oregon,19,Overall,All Races,25 to 44 Years,All Grades
Oregon,19.3,Overall,All Races,45 to 64 Years,All Grades
Oregon,7.8,Overall,All Races,65 Years and Older,All Grades
Pennsylvania,12.6,Overall,All Races,18 to 24 Years,All Grades
Pennsylvania,23.5,Overall,All Races,25 to 44 Years,All Grades
Pennsylvania,21.8,Overall,All Races,45 to 64 Years,All Grades
Pennsylvania,7.2,Overall,All Races,65 Years and Older,All Grades
Rhode Island,9.2,Overall,All Races,18 to 24 Years,All Grades
Rhode Island,17.7,Overall,All Races,25 to 44 Years,All Grades
Rhode Island,17.5,Overall,All Races,45 to 64 Years,All Grades
Rhode Island,8,Overall,All Races,65 Years and Older,All Grades
South Carolina,16.2,Overall,All Races,18 to 24 Years,All Grades
South Carolina,24.9,Overall,All Races,25 to 44 Years,All Grades
South Carolina,23.7,Overall,All Races,45 to 64 Years,All Grades
South Carolina,9.3,Overall,All Races,65 Years and Older,All Grades
South Dakota,13.6,Overall,All Races,18 to 24 Years,All Grades
South Dakota,25,Overall,All Races,25 to 44 Years,All Grades
South Dakota,18.9,Overall,All Races,45 to 64 Years,All Grades
South Dakota,9.5,Overall,All Races,65 Years and Older,All Grades
Tennessee,19.1,Overall,All Races,18 to 24 Years,All Grades
Tennessee,24.4,Overall,All Races,25 to 44 Years,All Grades
Tennessee,26.3,Overall,All Races,45 to 64 Years,All Grades
Tennessee,13.2,Overall,All Races,65 Years and Older,All Grades
Texas,8,Overall,All Races,18 to 24 Years,All Grades
Texas,16.7,Overall,All Races,25 to 44 Years,All Grades
Texas,16.3,Overall,All Races,45 to 64 Years,All Grades
Texas,10,Overall,All Races,65 Years and Older,All Grades
Utah,6.8,Overall,All Races,18 to 24 Years,All Grades
Utah,11,Overall,All Races,25 to 44 Years,All Grades
Utah,9.6,Overall,All Races,45 to 64 Years,All Grades
Utah,3.7,Overall,All Races,65 Years and Older,All Grades
Vermont,22,Overall,All Races,18 to 24 Years,All Grades
Vermont,23,Overall,All Races,25 to 44 Years,All Grades
Vermont,16.7,Overall,All Races,45 to 64 Years,All Grades
Vermont,7,Overall,All Races,65 Years and Older,All Grades
Virginia,10.7,Overall,All Races,18 to 24 Years,All Grades
Virginia,18.7,Overall,All Races,25 to 44 Years,All Grades
Virginia,17.3,Overall,All Races,45 to 64 Years,All Grades
Virginia,8.6,Overall,All Races,65 Years and Older,All Grades
Washington,14.5,Overall,All Races,18 to 24 Years,All Grades
Washington,17.4,Overall,All Races,25 to 44 Years,All Grades
Washington,13.7,Overall,All Races,45 to 64 Years,All Grades
Washington,7.9,Overall,All Races,65 Years and Older,All Grades
West Virginia,22.3,Overall,All Races,18 to 24 Years,All Grades
West Virginia,33.3,Overall,All Races,25 to 44 Years,All Grades
West Virginia,27.9,Overall,All Races,45 to 64 Years,All Grades
West Virginia,10.8,Overall,All Races,65 Years and Older,All Grades
Wisconsin,14.1,Overall,All Races,18 to 24 Years,All Grades
Wisconsin,21.9,Overall,All Races,25 to 44 Years,All Grades
Wisconsin,19.6,Overall,All Races,45 to 64 Years,All Grades
Wisconsin,7.3,Overall,All Races,65 Years and Older,All Grades
Wyoming,22.5,Overall,All Races,18 to 24 Years,All Grades
Wyoming,24,Overall,All Races,25 to 44 Years,All Grades
Wyoming,18.1,Overall,All Races,45 to 64 Years,All Grades
Wyoming,9.5,Overall,All Races,65 Years and Older,All Grades
Guam,17,Overall,All Races,18 to 24 Years,All Grades
Guam,30.2,Overall,All Races,25 to 44 Years,All Grades
Guam,26.8,Overall,All Races,45 to 64 Years,All Grades
Guam,12.8,Overall,All Races,65 Years and Older,All Grades
Puerto Rico,6.6,Overall,All Races,18 to 24 Years,All Grades
Puerto Rico,14.5,Overall,All Races,25 to 44 Years,All Grades
Puerto Rico,12.3,Overall,All Races,45 to 64 Years,All Grades
Puerto Rico,4.2,Overall,All Races,65 Years and Older,All Grades
Alabama,24.3,Female,All Races,18 to 44 Years,All Grades
Alaska,19,Female,All Races,18 to 44 Years,All Grades
Arizona,11.6,Female,All Races,18 to 44 Years,All Grades
Arkansas,28.8,Female,All Races,18 to 44 Years,All Grades
California,7.6,Female,All Races,18 to 44 Years,All Grades
Colorado,15.4,Female,All Races,18 to 44 Years,All Grades
Connecticut,13.6,Female,All Races,18 to 44 Years,All Grades
Delaware,16.3,Female,All Races,18 to 44 Years,All Grades
District of Columbia,10.4,Female,All Races,18 to 44 Years,All Grades
Florida,13.6,Female,All Races,18 to 44 Years,All Grades
Georgia,14.6,Female,All Races,18 to 44 Years,All Grades
Hawaii,14.6,Female,All Races,18 to 44 Years,All Grades
Idaho,16,Female,All Races,18 to 44 Years,All Grades
Illinois,13,Female,All Races,18 to 44 Years,All Grades
Indiana,19.5,Female,All Races,18 to 44 Years,All Grades
Iowa,18.3,Female,All Races,18 to 44 Years,All Grades
Kansas,17.4,Female,All Races,18 to 44 Years,All Grades
Kentucky,29.1,Female,All Races,18 to 44 Years,All Grades
Louisiana,24.8,Female,All Races,18 to 44 Years,All Grades
Maine,22.8,Female,All Races,18 to 44 Years,All Grades
Maryland,12.8,Female,All Races,18 to 44 Years,All Grades
Massachusetts,11.3,Female,All Races,18 to 44 Years,All Grades
Michigan,20.8,Female,All Races,18 to 44 Years,All Grades
Minnesota,16,Female,All Races,18 to 44 Years,All Grades
Mississippi,24.5,Female,All Races,18 to 44 Years,All Grades
Missouri,21.6,Female,All Races,18 to 44 Years,All Grades
Montana,19.5,Female,All Races,18 to 44 Years,All Grades
Nebraska,16.7,Female,All Races,18 to 44 Years,All Grades
Nevada,12.6,Female,All Races,18 to 44 Years,All Grades
New Hampshire,25.9,Female,All Races,18 to 44 Years,All Grades
New Jersey,11.8,Female,All Races,18 to 44 Years,All Grades
New Mexico,15.4,Female,All Races,18 to 44 Years,All Grades
New York,12.7,Female,All Races,18 to 44 Years,All Grades
North Carolina,17.1,Female,All Races,18 to 44 Years,All Grades
North Dakota,20.9,Female,All Races,18 to 44 Years,All Grades
Ohio,24.6,Female,All Races,18 to 44 Years,All Grades
Oklahoma,20.1,Female,All Races,18 to 44 Years,All Grades
Oregon,15.5,Female,All Races,18 to 44 Years,All Grades
Pennsylvania,18.1,Female,All Races,18 to 44 Years,All Grades
Rhode Island,10.9,Female,All Races,18 to 44 Years,All Grades
South Carolina,18.5,Female,All Races,18 to 44 Years,All Grades
South Dakota,17.6,Female,All Races,18 to 44 Years,All Grades
Tennessee,20.6,Female,All Races,18 to 44 Years,All Grades
Texas,11.1,Female,All Races,18 to 44 Years,All Grades
Utah,8.1,Female,All Races,18 to 44 Years,All Grades
Vermont,18.5,Female,All Races,18 to 44 Years,All Grades
Virginia,14.9,Female,All Races,18 to 44 Years,All Grades
Washington,13.7,Female,All Races,18 to 44 Years,All Grades
West Virginia,30.9,Female,All Races,18 to 44 Years,All Grades
Wisconsin,18.9,Female,All Races,18 to 44 Years,All Grades
Wyoming,23.9,Female,All Races,18 to 44 Years,All Grades
Guam,16.9,Female,All Races,18 to 44 Years,All Grades
Puerto Rico,9.2,Female,All Races,18 to 44 Years,All Grades
Alabama,39.8,Overall,All Races,Age 20 and Older,< 12th Grade
Alabama,25.1,Overall,All Races,Age 20 and Older,12th Grade
Alabama,14.8,Overall,All Races,Age 20 and Older,> 12th Grade
Alaska,46.5,Overall,All Races,Age 20 and Older,< 12th Grade
Alaska,26.3,Overall,All Races,Age 20 and Older,12th Grade
Alaska,13.4,Overall,All Races,Age 20 and Older,> 12th Grade
Arizona,20.7,Overall,All Races,Age 20 and Older,< 12th Grade
Arizona,21,Overall,All Races,Age 20 and Older,12th Grade
Arizona,11.4,Overall,All Races,Age 20 and Older,> 12th Grade
Arkansas,38.7,Overall,All Races,Age 20 and Older,< 12th Grade
Arkansas,30,Overall,All Races,Age 20 and Older,12th Grade
Arkansas,16.6,Overall,All Races,Age 20 and Older,> 12th Grade
California,14.2,Overall,All Races,Age 20 and Older,< 12th Grade
California,14.5,Overall,All Races,Age 20 and Older,12th Grade
California,9.4,Overall,All Races,Age 20 and Older,> 12th Grade
Colorado,28.1,Overall,All Races,Age 20 and Older,< 12th Grade
Colorado,22.4,Overall,All Races,Age 20 and Older,12th Grade
Colorado,12.1,Overall,All Races,Age 20 and Older,> 12th Grade
Connecticut,28.6,Overall,All Races,Age 20 and Older,< 12th Grade
Connecticut,18.6,Overall,All Races,Age 20 and Older,12th Grade
Connecticut,8.8,Overall,All Races,Age 20 and Older,> 12th Grade
Delaware,29.3,Overall,All Races,Age 20 and Older,< 12th Grade
Delaware,23,Overall,All Races,Age 20 and Older,12th Grade
Delaware,12.8,Overall,All Races,Age 20 and Older,> 12th Grade
District of Columbia,27.6,Overall,All Races,Age 20 and Older,< 12th Grade
District of Columbia,24.4,Overall,All Races,Age 20 and Older,12th Grade
District of Columbia,11.2,Overall,All Races,Age 20 and Older,> 12th Grade
Florida,26.2,Overall,All Races,Age 20 and Older,< 12th Grade
Florida,19.6,Overall,All Races,Age 20 and Older,12th Grade
Florida,11.6,Overall,All Races,Age 20 and Older,> 12th Grade
